,Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Postal_Code,Age,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_Name
4367,8732,3289177,No,2,30,E2,10,275,240.91,No,No,Male,Direct,8,600020,36,Himachal Pradesh,17-01-2014,Joined,INFRA,Chennai,South
4368,8759,3293805,No,2,45,E2,66.67,33.33,-20,No,No,Male,Direct,4,600020,27,Himachal Pradesh,20-01-2014,Joined,INFRA,Chennai,South
4369,9229,3327794,No,2,30,E1,50,65,10,No,No,Male,Direct,2,600020,34,Himachal Pradesh,27-01-2014,Joined,INFRA,Chennai,South
4370,9631,3356181,Yes,5,30,E1,61.07,0.67,-37.5,No,No,Male,Direct,3,600020,34,Himachal Pradesh,04-06-2013,Joined,INFRA,Chennai,South
4371,10114,3407776,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,600020,34,Himachal Pradesh,13-04-2014,Joined,INFRA,Chennai,South
4372,11244,3546090,Yes,11,30,E2,36.36,36.36,0,No,No,Male,Employee Referral,6,600020,34,Himachal Pradesh,30-05-2013,Joined,INFRA,Chennai,South
4373,11719,3636841,No,25,30,E2,25,-7.17,-25.73,No,Yes,Male,Employee Referral,5,600020,34,Himachal Pradesh,11-05-2013,Joined,INFRA,Chennai,South
4374,11803,3644082,No,2,0,E1,25,37.5,10,No,No,Male,Employee Referral,2,600020,34,Himachal Pradesh,28-05-2013,Joined,INFRA,Chennai,South
4375,12140,3737804,No,3,30,E1,38.81,23.94,-10.71,No,No,Male,Agency,1,600020,34,Himachal Pradesh,31-07-2013,Joined,INFRA,Chennai,South
4376,1060,2195330,No,1,0,E2,32.65,24.49,-6.15,No,No,Female,Employee Referral,6,600020,27,Jharkhand,17-01-2013,Joined,INFRA,Chennai,South
4377,1305,2214024,Yes,3,90,E2,27.45,47.06,15.38,No,No,Male,Direct,4,600020,29,Jharkhand,30-03-2013,Joined,INFRA,Chennai,South
4378,1950,2282063,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,600020,22,Jharkhand,10-05-2013,Joined,INFRA,Chennai,South
4379,2001,2282274,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,600020,23,Jharkhand,17-05-2013,Joined,INFRA,Chennai,South
4380,2195,2284176,No,57,30,E2,33.03,33.03,0,No,No,Male,Employee Referral,8,600020,34,Jharkhand,08-06-2013,Not Joined,INFRA,Chennai,South
4381,2329,2285719,No,0,30,E2,100,80,-10,No,No,Male,Direct,2,600020,26,Jharkhand,03-07-2013,Joined,INFRA,Chennai,South
4382,2391,2286494,No,3,0,E1,19.05,19.05,0,No,No,Female,Employee Referral,3,600020,29,Jharkhand,10-07-2013,Joined,INFRA,Chennai,South
4383,2556,2309894,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,600020,23,Jharkhand,12-08-2013,Joined,INFRA,Chennai,South
4384,3043,2360606,No,22,60,E2,28.3,37.46,7.14,No,No,Male,Agency,7,600020,31,Jharkhand,23-09-2013,Joined,INFRA,Chennai,South
4385,3239,2364840,No,6,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Jharkhand,23-11-2013,Joined,INFRA,Chennai,South
4386,3241,2364844,No,1,30,E0,42.86,42.86,0,No,No,Male,Direct,0,600020,22,Jharkhand,23-11-2013,Joined,INFRA,Chennai,South
4387,3258,2365043,Yes,20,30,E1,26.77,26.77,0,No,No,Female,Direct,2,600020,25,Jharkhand,29-11-2013,Joined,INFRA,Chennai,South
4388,3651,2398799,Yes,26,60,E2,41.08,58.71,12.5,No,No,Female,Direct,4,600020,29,Jharkhand,02-12-2013,Not Joined,INFRA,Chennai,South
4389,4221,2444460,Yes,19,60,E3,35.41,38.42,2.22,No,No,Male,Direct,7,600020,30,Jharkhand,07-01-2014,Not Joined,INFRA,Chennai,South
4390,4405,2460608,No,1,30,E1,10,10,0,No,No,Female,Agency,2,600020,27,Jharkhand,31-01-2014,Joined,INFRA,Chennai,South
4391,4708,2479241,Yes,69,60,E2,57.89,39.47,-11.67,No,No,Male,Direct,3,600020,27,Jharkhand,20-01-2014,Joined,INFRA,Chennai,South
4392,5139,2557005,Yes,1,30,E1,25,200,140,No,No,Female,Direct,3,600020,30,Jharkhand,30-05-2013,Joined,INFRA,Chennai,South
4393,5284,2568878,Yes,11,30,E2,20,20,0,No,No,Male,Agency,5,600020,25,Jharkhand,26-11-2013,Joined,INFRA,Chennai,South
4394,5617,2598174,No,3,30,E2,78.57,78.57,0,No,No,Male,Direct,4,600020,36,Jharkhand,12-06-2014,Joined,INFRA,Chennai,South
4395,6133,2789779,No,24,60,E2,21.43,21.43,0,No,No,Male,Employee Referral,5,600020,30,Jharkhand,23-03-2013,Joined,INFRA,Chennai,South
4396,6528,2828999,Yes,2,60,E2,66.67,66.67,0,No,Yes,Male,Direct,3,600020,29,Jharkhand,30-03-2013,Joined,INFRA,Chennai,South
4397,6647,2841152,Yes,31,30,E1,50,65,10,No,No,Female,Direct,2,600020,30,Jharkhand,30-04-2013,Joined,INFRA,Chennai,South
4398,6672,2845915,No,18,90,E2,45.91,45.91,0,No,No,Male,Agency,4,600020,30,Jharkhand,06-05-2013,Joined,INFRA,Chennai,South
4399,7029,3030834,No,0,30,E3,30,40,7.69,No,No,Male,Employee Referral,5,600020,29,Jharkhand,11-08-2013,Joined,INFRA,Chennai,South
4400,7289,3046812,No,68,60,E2,50,50,0,No,Yes,Male,Direct,2,600020,26,Jharkhand,28-07-2013,Joined,INFRA,Chennai,South
4401,7615,3221083,No,6,30,E1,50,15,-23.33,No,No,Female,Direct,1,600020,24,Jharkhand,23-10-2013,Joined,INFRA,Chennai,South
4402,7617,3221116,No,1,30,E1,50,65,10,No,No,Male,Direct,2,600020,32,Jharkhand,23-10-2013,Not Joined,INFRA,Chennai,South
4403,9269,3328649,No,2,30,E2,11.11,3.33,-7,No,No,Male,Employee Referral,7,600020,34,Jharkhand,01-02-2014,Joined,INFRA,Chennai,South
4404,9632,3356202,No,1,0,E1,50,50,0,No,No,Male,Direct,2,600020,34,Jharkhand,04-06-2013,Joined,INFRA,Chennai,South
4405,10162,3412447,No,18,60,E2,71.43,71.43,0,No,No,Male,Direct,3,600020,34,Jharkhand,30-05-2014,Joined,INFRA,Chennai,South
4406,10193,3418247,No,27,60,E2,25,38.39,10.71,No,No,Male,Employee Referral,3,600020,34,Jharkhand,25-06-2014,Joined,INFRA,Chennai,South
4407,10226,3419438,Yes,20,0,E1,50,37.5,-8.33,No,Yes,Female,Direct,1,600020,34,Jharkhand,16-07-2014,Joined,INFRA,Chennai,South
4408,10402,3443217,No,4,0,E1,50,25,-16.67,No,No,Female,Direct,2,600020,34,Jharkhand,10-02-2013,Joined,INFRA,Chennai,South
4409,11226,3544963,No,4,0,E1,25,25,0,No,No,Female,Direct,1,600020,34,Jharkhand,27-05-2013,Joined,INFRA,Chennai,South
4410,11595,3617787,No,1,0,E1,50,37.5,-8.33,No,No,Male,Employee Referral,2,600020,34,Jharkhand,19-04-2013,Not Joined,INFRA,Chennai,South
4411,14,2154264,No,3,0,E2,28.21,37.18,7,No,No,Male,Employee Referral,7,600020,34,Chandigarh,08-04-2013,Joined,INFRA,Chennai,South
4412,236,2828770,No,0,30,E2,42.85,42.85,0,No,No,Male,Employee Referral,4,600020,26,Chandigarh,04-06-2013,Joined,INFRA,Chennai,South
4413,243,2841169,Yes,93,90,E2,44.44,33.33,-7.69,No,Yes,Male,Employee Referral,3,600020,28,Chandigarh,11-06-2013,Joined,INFRA,Chennai,South
4414,338,3267960,Yes,64,60,E2,42.84,42.84,0,No,No,Male,Employee Referral,7,600020,35,Chandigarh,22-10-2013,Joined,INFRA,Chennai,South
4415,402,3379843,No,17,0,,-12.04,-12.04,0,No,No,Male,Agency,2,600020,28,Chandigarh,03-01-2014,Not Joined,INFRA,Chennai,South
4416,498,2112944,No,40,60,E3,27.27,27.27,0,No,No,Male,Direct,12,600020,38,Chandigarh,04-07-2013,Joined,INFRA,Chennai,South
4417,1713,2239130,No,1,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,2,600020,26,Chandigarh,28-03-2013,Joined,INFRA,Chennai,South
4418,1816,2280999,Yes,10,0,E1,50,65,10,No,No,Male,Employee Referral,3,600020,26,Chandigarh,19-04-2013,Joined,INFRA,Chennai,South
4419,2491,2298116,Yes,67,60,E2,36.36,27.27,-6.67,No,No,Male,Direct,9,600020,29,Chandigarh,27-07-2013,Joined,INFRA,Chennai,South
4420,2521,2302469,Yes,30,30,E1,25,-14.29,-31.43,No,No,Male,Direct,1,600020,24,Chandigarh,05-08-2013,Not Joined,INFRA,Chennai,South
4421,2545,2309808,No,0,30,E2,66.67,66.67,0,No,No,Male,Agency,4,600020,30,Chandigarh,10-08-2013,Joined,INFRA,Chennai,South
4422,2639,2326125,Yes,7,30,E1,22.22,22.22,0,No,No,Male,Direct,2,600020,25,Chandigarh,31-08-2013,Joined,INFRA,Chennai,South
4423,2669,2328418,Yes,35,30,E1,40.85,26.76,-10,No,No,Male,Direct,1,600020,24,Chandigarh,07-09-2013,Joined,INFRA,Chennai,South
4424,2974,2357091,No,0,30,E2,18.05,24.61,5.56,No,No,Male,Agency,6,600020,32,Chandigarh,02-09-2013,Joined,INFRA,Chennai,South
4425,3232,2364832,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Chandigarh,21-11-2013,Not Joined,INFRA,Chennai,South
4426,3255,2365026,No,1,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Chandigarh,27-11-2013,Joined,INFRA,Chennai,South
4427,3293,2368517,Yes,2,30,E1,58.73,32.28,-16.67,No,No,Female,Agency,2,600020,24,Chandigarh,07-12-2013,Joined,INFRA,Chennai,South
4428,3323,2368939,No,121,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Chandigarh,13-12-2013,Not Joined,INFRA,Chennai,South
4429,3912,2420104,No,3,30,E1,39.77,39.77,0,No,No,Male,Direct,3,600020,27,Chandigarh,28-10-2013,Joined,INFRA,Chennai,South
4430,4880,2534210,No,2,30,E1,8.33,8.33,0,No,No,Male,Direct,2,600020,25,Chandigarh,23-02-2014,Joined,INFRA,Chennai,South
4431,5020,2545258,Yes,5,60,E2,28.57,28.57,0,No,No,Male,Direct,3,600020,27,Chandigarh,17-01-2013,Not Joined,INFRA,Chennai,South
4432,6206,2798504,No,33,30,E2,37.5,0,-27.27,No,No,Male,Employee Referral,8,600020,34,Chandigarh,07-04-2013,Joined,INFRA,Chennai,South
4433,6264,2807864,No,15,30,E2,66.67,-6.06,-43.64,No,Yes,Male,Direct,3,600020,33,Chandigarh,23-04-2013,Joined,INFRA,Chennai,South
4434,7139,3040478,Yes,18,30,E2,25,52.5,22,No,No,Male,Direct,5,600020,27,Chandigarh,09-09-2013,Joined,INFRA,Chennai,South
4435,7623,3221171,No,31,30,E1,50,8,-28,No,No,Male,Direct,1,600020,25,Chandigarh,25-10-2013,Joined,INFRA,Chennai,South
4436,8077,3250690,No,1,30,E2,33.33,50,12.5,No,No,Male,Direct,5,600020,34,Chandigarh,18-11-2013,Joined,INFRA,Chennai,South
4437,9509,3351252,No,1,0,E2,50,175,83.33,No,No,Male,Direct,8,600020,34,Chandigarh,21-01-2013,Joined,INFRA,Chennai,South
4438,9699,3359980,Yes,5,45,E2,20,37,14.17,No,No,Male,Agency,3,600020,34,Chandigarh,03-09-2013,Joined,INFRA,Chennai,South
4439,11750,3637706,No,1,30,E1,25,8,-13.6,No,No,Male,Direct,1,600020,34,Chandigarh,17-05-2013,Not Joined,INFRA,Chennai,South
4440,12295,3815263,No,2,0,E1,25,25,0,No,No,Male,Direct,1,600020,34,Chandigarh,18-08-2013,Joined,INFRA,Chennai,South
4441,12333,3836076,No,2,0,E1,45.25,14.09,-21.45,No,No,Female,Employee Referral,1,600020,34,Chandigarh,21-08-2013,Joined,INFRA,Chennai,South
4442,101,2364616,Yes,3,30,E2,49.25,42.86,-4.28,No,No,Male,Direct,5,600020,32,Tripura,20-07-2014,Joined,INFRA,Chennai,South
4443,754,2160132,No,2,0,E1,50,25,-16.67,No,No,Female,Employee Referral,2,600020,24,Tripura,23-06-2014,Joined,INFRA,Chennai,South
4444,1200,2207746,No,8,30,E2,-8.67,20,31.39,No,No,Male,Direct,4,600020,27,Tripura,28-02-2013,Not Joined,INFRA,Chennai,South
4445,2567,2314523,No,1,30,E3,2.15,0,-2.11,No,No,Male,Direct,1,600020,38,Tripura,16-08-2013,Joined,INFRA,Chennai,South
4446,2748,2344720,Yes,18,30,E1,63.64,63.64,0,No,No,Male,Direct,1,600020,25,Tripura,06-07-2013,Joined,INFRA,Chennai,South
4447,2776,2345184,No,1,60,E2,44.44,38.89,-3.85,No,No,Male,Direct,6,600020,31,Tripura,10-07-2013,Joined,INFRA,Chennai,South
4448,2881,2352030,No,0,30,E2,11.76,-1.18,-11.58,No,No,Male,Direct,3,600020,30,Tripura,08-08-2013,Joined,INFRA,Chennai,South
4449,3066,2361089,No,3,30,E1,20,-48,-56.67,No,No,Male,Direct,2,600020,27,Tripura,29-09-2013,Joined,INFRA,Chennai,South
4450,3228,2364828,No,1,30,E0,42.86,42.86,0,No,No,Male,Direct,0,600020,23,Tripura,19-11-2013,Not Joined,INFRA,Chennai,South
4451,3240,2364843,No,6,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Tripura,23-11-2013,Joined,INFRA,Chennai,South
4452,3256,2365027,No,6,30,E0,42.86,42.86,0,No,No,Female,Direct,0,600020,23,Tripura,28-11-2013,Joined,INFRA,Chennai,South
4453,4609,2474272,No,1,30,E2,33.33,63.33,22.5,No,No,Male,Direct,3,600020,29,Tripura,07-01-2014,Joined,INFRA,Chennai,South
4454,4668,2478512,No,25,45,E2,93.55,35.48,-30,No,No,Male,Agency,9,600020,39,Tripura,15-01-2014,Joined,INFRA,Chennai,South
4455,4677,2478697,No,1,60,E2,51.16,34.88,-10.77,No,No,Male,Direct,3,600020,26,Tripura,17-01-2014,Joined,INFRA,Chennai,South
4456,4731,2481236,No,6,30,E2,32.64,34.68,1.54,No,Yes,Male,Direct,5,600020,28,Tripura,24-01-2014,Joined,INFRA,Chennai,South
4457,6477,2824912,No,1,60,E3,35.01,35.01,0,No,No,Male,Direct,4,600020,28,Tripura,19-03-2013,Not Joined,INFRA,Chennai,South
4458,6584,2834599,No,24,30,E1,50,65,10,No,No,Male,Direct,2,600020,26,Tripura,13-04-2013,Joined,INFRA,Chennai,South
4459,6622,2839767,No,1,30,E1,66.67,120,32,No,No,Male,Employee Referral,2,600020,25,Tripura,24-04-2013,Joined,INFRA,Chennai,South
4460,6816,2861909,Yes,6,30,E1,26.77,26.77,0,No,No,Male,Direct,1,600020,23,Tripura,14-06-2013,Joined,INFRA,Chennai,South
4461,7195,3041068,No,1,30,E3,50,-32.64,-55.09,No,No,Male,Direct,7,600020,28,Tripura,03-07-2013,Joined,INFRA,Chennai,South
4462,7347,3097506,No,62,60,E2,32.08,32.08,0,No,No,Male,Direct,3,600020,25,Tripura,11-08-2013,Joined,INFRA,Chennai,South
4463,8112,3250916,Yes,63,60,E3,25.5,17.13,-6.67,Yes,No,Male,Direct,7,600020,35,Tripura,29-11-2013,Joined,INFRA,Chennai,South
4464,8334,3263582,Yes,51,45,E2,27.99,27.99,0,No,No,Male,Employee Referral,5,600020,32,Tripura,23-10-2013,Joined,INFRA,Chennai,South
4465,9006,3305384,Yes,68,60,E2,55.56,35.56,-12.86,No,No,Male,Direct,5,600020,29,Tripura,28-12-2013,Joined,INFRA,Chennai,South
4466,10202,3418546,Yes,30,0,E2,42.86,42.86,0,No,No,Male,Agency,4,600020,34,Tripura,29-06-2014,Joined,INFRA,Chennai,South
4467,10897,3505553,No,1,0,E1,50,65,10,No,No,Female,Agency,1,600020,34,Tripura,30-03-2013,Joined,INFRA,Chennai,South
4468,11411,3599755,Yes,1,30,E1,50,65,10,No,No,Male,Agency,1,600020,34,Tripura,24-03-2013,Joined,INFRA,Chennai,South
4469,11711,3633730,No,0,30,E1,50,-25,-50,No,No,Female,Employee Referral,2,600020,34,Tripura,10-05-2013,Joined,INFRA,Chennai,South
4470,11905,3665333,No,2,30,E2,50,50,0,No,Yes,Male,Employee Referral,8,600020,34,Tripura,18-06-2013,Joined,INFRA,Chennai,South
4471,11953,3682340,No,1,30,E2,8.33,13.33,4.62,No,No,Male,Employee Referral,6,600020,34,Tripura,01-07-2013,Joined,INFRA,Chennai,South
4472,12095,3721007,Yes,11,0,E3,5.96,0.25,-5.39,No,No,Male,Direct,8,600020,34,Tripura,23-07-2013,Joined,INFRA,Chennai,South
4473,589,2128251,No,58,30,E2,50.33,50.33,0,No,No,Male,Direct,7,600020,,West Bengal,20-05-2014,Joined,INFRA,Chennai,South
4474,1267,2212249,Yes,65,120,E3,35,34.7,-0.22,No,No,Male,Direct,8,600020,35,West Bengal,22-03-2013,Not Joined,INFRA,Chennai,South
4475,1593,2225463,Yes,88,30,E2,42.86,35.72,-5,No,No,Male,Direct,5,600020,28,West Bengal,28-05-2013,Joined,INFRA,Chennai,South
4476,2030,2282433,No,0,0,E1,58.46,58.46,0,No,Yes,Male,Direct,2,600020,24,West Bengal,19-05-2013,Joined,INFRA,Chennai,South
4477,2700,2341198,No,2,30,E1,53.85,66.15,8,No,No,Female,Direct,1,600020,25,West Bengal,23-06-2013,Joined,INFRA,Chennai,South
4478,2884,2352074,No,3,30,E1,21.01,21.01,0,No,No,Male,Direct,2,600020,25,West Bengal,09-08-2013,Joined,INFRA,Chennai,South
4479,3477,2378472,No,1,30,E1,30.13,30.13,0,No,No,Male,Agency,3,600020,26,West Bengal,21-10-2013,Joined,INFRA,Chennai,South
4480,4501,2464720,No,1,30,E2,40,40,0,No,No,Male,Agency,4,600020,26,West Bengal,26-02-2014,Not Joined,INFRA,Chennai,South
4481,6282,2807982,Yes,16,30,E1,50,68.4,12.27,No,No,Male,Agency,2,600020,26,West Bengal,27-04-2013,Joined,INFRA,Chennai,South
4482,7252,3046168,No,18,30,E2,35.29,17.65,-13.04,No,No,Male,Direct,4,600020,29,West Bengal,15-07-2013,Joined,INFRA,Chennai,South
4483,7634,3221314,No,18,30,E2,44.44,44.44,0,No,No,Male,Direct,4,600020,28,West Bengal,27-10-2013,Not Joined,INFRA,Chennai,South
4484,8519,3277907,No,1,45,E2,33.33,266.67,175,No,Yes,Male,Direct,7,600020,32,West Bengal,07-12-2013,Joined,INFRA,Chennai,South
4485,10708,3476444,No,2,60,E2,25,30.56,4.44,No,No,Male,Direct,3,600020,34,West Bengal,24-02-2013,Joined,INFRA,Chennai,South
4486,480,3727916,Yes,4,0,E1,-22.22,-22.22,0,No,No,Female,Employee Referral,6,600020,31,Uttarkhand,26-04-2013,Joined,INFRA,Chennai,South
4487,542,2119360,No,1,90,E2,30.55,30.55,0,No,No,Male,Employee Referral,7,600020,32,Uttarkhand,08-04-2014,Joined,INFRA,Chennai,South
4488,946,2183379,No,13,30,E2,71.88,50,-12.73,No,No,Male,Employee Referral,5,600020,30,Uttarkhand,11-02-2013,Joined,INFRA,Chennai,South
4489,985,2187044,Yes,101,30,E3,31.08,23.8,-5.56,No,No,Male,Direct,8,600020,31,Uttarkhand,24-02-2013,Joined,INFRA,Chennai,South
4490,1759,2247281,No,2,0,E2,42.22,42.22,0,No,No,Male,Direct,2,600020,30,Uttarkhand,05-04-2013,Joined,INFRA,Chennai,South
4491,1910,2281865,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,600020,22,Uttarkhand,07-05-2013,Joined,INFRA,Chennai,South
4492,1960,2282086,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,600020,23,Uttarkhand,11-05-2013,Joined,INFRA,Chennai,South
4493,1982,2282193,No,3,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,600020,23,Uttarkhand,14-05-2013,Joined,INFRA,Chennai,South
4494,2550,2309853,Yes,36,30,E2,24.62,24.62,0,No,No,Male,Direct,3,600020,27,Uttarkhand,11-08-2013,Joined,INFRA,Chennai,South
4495,3251,2364985,Yes,2,30,E1,0,0,0,No,No,Female,Employee Referral,1,600020,24,Uttarkhand,27-11-2013,Joined,INFRA,Chennai,South
4496,4413,2460671,Yes,4,60,E3,41.18,41.18,0,No,No,Male,Employee Referral,11,600020,35,Uttarkhand,01-02-2014,Joined,INFRA,Chennai,South
4497,4938,2538180,No,0,60,E2,40,40,0,No,No,Male,Agency,3,600020,26,Uttarkhand,06-07-2013,Joined,INFRA,Chennai,South
4498,4961,2540209,Yes,5,30,E2,42.86,42.86,0,No,No,Male,Direct,6,600020,35,Uttarkhand,08-10-2013,Joined,INFRA,Chennai,South
4499,5514,2591059,No,0,60,E2,40,45.58,3.99,No,No,Male,Direct,4,600020,31,Uttarkhand,08-07-2014,Joined,INFRA,Chennai,South
4500,6044,2780555,Yes,0,30,E2,33.33,66.67,25,No,No,Male,Direct,7,600020,30,Uttarkhand,21-02-2013,Joined,INFRA,Chennai,South
4501,6585,2834702,Yes,12,60,E2,42.86,42.86,0,No,No,Male,Agency,8,600020,29,Uttarkhand,13-04-2013,Joined,INFRA,Chennai,South
4502,7622,3221159,No,4,30,E2,33.33,116.67,62.5,No,No,Male,Direct,8,600020,35,Uttarkhand,25-10-2013,Joined,INFRA,Chennai,South
4503,7635,3221373,No,0,30,E3,40,20,-14.29,No,No,Male,Agency,15,600020,39,Uttarkhand,27-10-2013,Joined,INFRA,Chennai,South
4504,7694,3225740,Yes,13,45,E2,66.67,83.71,10.23,No,No,Male,Employee Referral,6,600020,29,Uttarkhand,11-11-2013,Joined,INFRA,Chennai,South
4505,8729,3289151,Yes,12,30,E1,100,250,75,No,No,Male,Direct,3,600020,27,Uttarkhand,16-01-2014,Joined,INFRA,Chennai,South
4506,8753,3293740,Yes,16,30,E1,25,68.4,34.72,No,No,Male,Agency,2,600020,30,Uttarkhand,19-01-2014,Not Joined,INFRA,Chennai,South
4507,9191,3327435,No,4,30,E1,25,37.5,10,No,No,Female,Direct,3,600020,34,Uttarkhand,22-01-2014,Not Joined,INFRA,Chennai,South
4508,9690,3359679,Yes,64,60,E2,133.33,83.33,-21.43,No,No,Female,Agency,4,600020,34,Uttarkhand,20-08-2013,Not Joined,INFRA,Chennai,South
4509,9718,3360522,No,3,30,E2,12.62,12.62,0,No,No,Male,Direct,6,600020,34,Uttarkhand,20-09-2013,Joined,INFRA,Chennai,South
4510,9857,3380239,No,21,30,E2,66.67,33.33,-20,No,Yes,Male,Agency,3,600020,34,Uttarkhand,08-01-2013,Joined,INFRA,Chennai,South
4511,10142,3411915,Yes,1,0,E1,9.89,42.86,30,No,No,Male,Agency,2,600020,34,Uttarkhand,11-05-2014,Not Joined,INFRA,Chennai,South
4512,10242,3423749,Yes,22,30,E1,-4.76,42.86,50,No,No,Male,Agency,2,600020,34,Uttarkhand,26-07-2014,Joined,INFRA,Chennai,South
4513,10565,3458812,No,1,30,E1,38.89,-16.67,-40,No,No,Male,Direct,5,600020,34,Uttarkhand,18-01-2013,Joined,INFRA,Chennai,South
4514,10923,3506260,No,1,0,E1,33.33,0,-25,No,No,Male,Direct,3,600020,34,Uttarkhand,02-04-2013,Joined,INFRA,Chennai,South
4515,11211,3544439,Yes,23,30,E2,77.78,33.33,-25,No,No,Male,Agency,5,600020,34,Uttarkhand,25-05-2013,Joined,INFRA,Chennai,South
4516,12280,3802744,Yes,2,0,E1,15.38,15.38,0,No,No,Male,Agency,1,600020,34,Uttarkhand,17-08-2013,Joined,INFRA,Chennai,South
4517,357,3294384,Yes,33,30,E2,57.14,57.14,0,No,Yes,Male,Employee Referral,3,600020,24,Delhi,03-11-2013,Joined,INFRA,Chennai,South
4518,667,2148336,No,0,0,E2,37.59,37.59,0,No,No,Male,Direct,4,600020,31,Delhi,27-07-2014,Joined,INFRA,Chennai,South
4519,1213,2208075,No,1,45,E2,150,191.67,16.67,No,Yes,Male,Direct,2,600020,25,Delhi,06-03-2013,Joined,INFRA,Chennai,South
4520,1304,2213974,No,0,0,E2,38.11,28.91,-6.67,No,No,Male,Direct,6,600020,28,Delhi,30-03-2013,Joined,INFRA,Chennai,South
4521,1347,2216642,No,6,0,E3,21.43,21.43,0,No,Yes,Male,Direct,8,600020,37,Delhi,13-04-2013,Joined,INFRA,Chennai,South
4522,1479,2222383,No,12,30,E2,49.05,55.83,4.55,No,No,Male,Direct,2,600020,25,Delhi,11-05-2013,Joined,INFRA,Chennai,South
4523,1887,2281725,No,0,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,600020,23,Delhi,02-05-2013,Joined,INFRA,Chennai,South
4524,1906,2281830,No,0,0,E0,42.86,42.86,0,No,Yes,Female,Direct,0,600020,23,Delhi,05-05-2013,Joined,INFRA,Chennai,South
4525,2003,2282285,No,3,0,E0,42.86,42.86,0,No,Yes,Male,Direct,0,600020,23,Delhi,17-05-2013,Joined,INFRA,Chennai,South
4526,2649,2328172,No,3,30,E1,14.11,14.11,0,No,No,Female,Direct,2,600020,24,Delhi,02-09-2013,Joined,INFRA,Chennai,South
4527,3403,2372849,No,3,30,E2,35.69,35.69,0,No,No,Male,Direct,6,600020,38,Delhi,29-09-2013,Joined,INFRA,Chennai,South
4528,3427,2378030,No,2,60,E3,27.05,27.05,0,No,No,Male,Employee Referral,8,600020,31,Delhi,04-10-2013,Joined,INFRA,Chennai,South
4529,3911,2420101,No,2,30,E1,10,10,0,No,No,Female,Direct,3,600020,24,Delhi,28-10-2013,Joined,INFRA,Chennai,South
4530,4484,2464461,No,0,30,E1,16.76,16.76,0,No,No,Male,Agency,1,600020,24,Delhi,23-02-2014,Joined,INFRA,Chennai,South
4531,4904,2534755,No,4,60,E2,50,53.33,2.22,No,No,Male,Direct,6,600020,33,Delhi,01-03-2014,Joined,INFRA,Chennai,South
4532,4942,2538252,Yes,29,30,E2,88.17,61.29,-14.29,No,No,Male,Agency,3,600020,25,Delhi,25-07-2013,Joined,INFRA,Chennai,South
4533,5570,2594187,Yes,10,30,E2,21.43,21.43,0,No,No,Male,Employee Referral,5,600020,34,Delhi,28-04-2014,Joined,INFRA,Chennai,South
4534,6199,2798363,No,8,30,E1,50,37.5,-8.33,No,No,Male,Agency,2,600020,28,Delhi,03-04-2013,Not Joined,INFRA,Chennai,South
4535,6415,2820355,Yes,49,30,E2,50,87.5,25,No,No,Male,Direct,4,600020,34,Delhi,31-05-2013,Joined,INFRA,Chennai,South
4536,6727,2852824,No,13,30,E1,41.03,41.03,0,No,No,Male,Employee Referral,3,600020,27,Delhi,18-05-2013,Joined,INFRA,Chennai,South
4537,7138,3040468,Yes,17,30,E1,50,65,10,No,No,Male,Direct,2,600020,26,Delhi,08-09-2013,Not Joined,INFRA,Chennai,South
4538,9307,3333759,No,26,60,E2,60.26,60.26,0,No,No,Male,Direct,5,600020,34,Delhi,11-02-2014,Joined,INFRA,Chennai,South
4539,9423,3342559,Yes,5,60,E2,120,80,-18.18,No,No,Male,Direct,3,600020,34,Delhi,27-07-2013,Joined,INFRA,Chennai,South
4540,9502,3348322,Yes,46,45,E2,42.86,42.86,0,No,No,Male,Direct,6,600020,34,Delhi,11-01-2013,Joined,INFRA,Chennai,South
4541,9958,3382652,Yes,4,30,E3,125,83.33,-18.52,No,No,Male,Direct,7,600020,34,Delhi,12-05-2014,Joined,INFRA,Chennai,South
4542,10732,3477542,No,21,30,E2,30.95,30.95,0,No,Yes,Male,Employee Referral,3,600020,34,Delhi,02-03-2013,Joined,INFRA,Chennai,South
